Id Ind;ID Kawak;Nombre del indicador;Unidad;Proceso/Subproceso;Descripción del indicador;Linea_Estrategica;Objetivo_Estrategico;Tipo de Indicador;Clasificación;Frecuencia;Fecha Desde;Fecha Hasta;Tipo de variables;Series;Sentido;Formula;Variable 1;Unidad V1;Fuente V1;Variable 2;Unidad V2;Fuente V2;Variable 3;Unidad V3;Fuente V3;Responsable del calculo;Responsable del analisis;Deficiente;Alerta;Satisfactorio;Sobresaliente;Meta Frecuencia;Semestre_1;Semestre_2;Deficiente <= Serie;Alerta Serie;Satisfactorio Serie;Sobresaliente >= Serie;Modificado;Creado;Creado por;Usuario_Aprobador;Fecha_Aprobación;Estado_aprobacion;Año;Estado_Indicador;PDI;CNA/SNIES;Desempeño del proceso;Decisiones Proceso;SubClasificación;Estado;Clasificación_ CNA;Formato_Evidencia;Nombre_Evidencia;Meta 1 Semestre Serie;Meta 2 Semestre Serie;Meta Anual Series;Tipo_Kawak;Factor_CNA;Caracteristica;Proyecto_Asociado;Tipo de elemento;Ruta de acceso
53;53;Eficacia en planes de acción implementados;Gerencia de planeación y gestión;Gestión de calidad;;Transformación_Organizacional;Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos;Gestión;Eficacia;Trimestral;;;;;;TOTAL PLANES DE ACCIÓN CERRADOS EFICAZMENTE/TOTAL PLANES DE ACCIÓN CERRADOS;TOTAL PLANES DE ACCIÓN CERRADOS EFICAZMENTE;Número;;TOTAL PLANES DE ACCIÓN CERRADOS;NÚMERO;;-;-;;Jefe de Sistema Integrado;Jefe de Sistema Integrado;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 15:47;Planeación y Gestión;Camilo Arturo Coronel Rico;;;;Inactivo;true;Si;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
54;54;CALIDAD DE AGUA POTABLE SEDE CAMPUS;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Anual;;;;;;NÚMERO DE PARÁMETROS CUMPLIDOS RESOLUCIÓN 2115 2007/TOTAL PARAMETROS RESOLUCIÓN 2115 DE 2007;NÚMERO DE PARÁMETROS CUMPLIDOS RESOLUCIÓN 2115 2007;Número;;TOTAL PARAMETROS RESOLUCIÓN 2115 DE 2007;NÚMERO;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
56;56;"	
CONSUMO DE PAPEL SEDE CAMPUS";Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Trimestral;;;;;;"	CONSUMO ANUAL PAPEL";"	CONSUMO ANUAL PAPEL";Número;;-;-;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
58;58;EBITDA;Rectoría;Planeación Financiera;;Sostenibilidad;Promover una cultura de optimización de recursos financieros como apalancador de la estrategia;Gestión;Eficacia;Anual;;;;;Negativo;TOTAL OPEX;TOTAL OPEX;MONEDA;;-;-;;;;;DIRECCIÓN DE PLANEACIÓN FINANCIERA;DIRECCIÓN DE PLANEACIÓN FINANCIERA;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
61;61;CONSUMO ENERGÍA ELÉCTRICA SEDE CAMPUS;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Trimestral;;;;;;CONSUMO DE ENERGÍA ELÉCTRICA ANUAL;CONSUMO DE ENERGÍA ELÉCTRICA ANUAL;KW;;-;-;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
62;62;GESTIÓN DEL AIRE SEDE CAMPUS;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Bimestral;;;;;;NÚMERO DE ACTIVIDADES DE CONTROL DE EMISIONES ATMOSFÉRICAS REALIZADAS/TOTAL DE ACTIVIDADES DE CONTROL DE EMISIONES ATMOSFÉRICAS PROGRAMADAS;NÚMERO DE ACTIVIDADES DE CONTROL DE EMISIONES ATMOSFÉRICAS REALIZADAS;Número;;TOTAL DE ACTIVIDADES DE CONTROL DE EMISIONES ATMOSFÉRICAS PROGRAMADAS;NÚMERO;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
63;63;MANTENIMIENTO DISEÑO PAISAJÍSTICO SEDE CAMPUS;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Trimestral;;;;;;NÚMERO DE ACTIVIDADES DE MANTENIMIENTO PAISAJÍSTICO REALIZADAS/TOTAL DE ACTIVIDADES DE MANTENIMIENTO PAISAJÍSTICO PROGRAMADAS;NÚMERO DE ACTIVIDADES DE MANTENIMIENTO PAISAJÍSTICO REALIZADAS;Número;;TOTAL DE ACTIVIDADES DE MANTENIMIENTO PAISAJÍSTICO PROGRAMADAS;NÚMERO;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
64;64;EDUCACIÓN AMBIENTAL;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Semestral;;;;;;NÚMERO DE ACTIVIDADES DE EDUCACIÓN AMBIENTAL REALIZADAS/TOTAL DE ACTIVIDADES DE EDUCACIÓN AMBIENTAL PROGRAMADAS;NÚMERO DE ACTIVIDADES DE EDUCACIÓN AMBIENTAL REALIZADAS;Número;;TOTAL DE ACTIVIDADES DE EDUCACIÓN AMBIENTAL PROGRAMADAS;NÚMERO;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
65;65;EFICACIA EN CAPACITACIÓN AMBIENTAL;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Semestral;;;;;;"	PROMEDIO EVALUACIÓN CAPACITACIÓN AMBIENTAL";"	PROMEDIO EVALUACIÓN CAPACITACIÓN AMBIENTAL";PORCENTAJE;;-;-;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
66;66;CUMPLIMIENTO SGA SEDE CAMPUS;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Anual;;;;;;NÚMERO DE ACTIVIDADES SGA REALIZADAS/TOTAL ACTIVIDADES SGA PROGRAMADAS;NÚMERO DE ACTIVIDADES SGA REALIZADAS;Número;;TOTAL ACTIVIDADES SGA PROGRAMADAS;NÚMERO;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
67;67;CONSUMO DE AGUA SEDE CAMPUS;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Trimestral;;;;;;"	CONSUMO DE AGUA";"	CONSUMO DE AGUA";MT3;;-;-;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
68;68;Evaluación de desempeño a proveedores críticos;Vicerrectoría financiera y administrativa;Gestión De Abastecimiento;Resultado semestral evaluación de desempeño a proveedores críticos.;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Gestión;Eficacia;Semestral;1/01/2018;;Serie Única;;Positivo;Promedio Evaluación De Proveedor;Promedio Evaluación De Proveedores;Porcentaje;EVP Críticos;;0;0;0;0;0;"Director de Compras y Abastecimiento
";"Director de Compras y Abastecimiento
";0%-64,9%;65%  - 84,9%;85% -95%;95%;85%;85%;85%;;;;;14/05/2026 14:12;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Juan Carlos Acosta Bohorquez;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;Excel;EVP Críticos;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
69;69;Oportunidad de respuesta solicitudes de compra no licitadas;Vicerrectoría financiera y administrativa;Gestión De Abastecimiento;Mide la capacidad de respuesta entre las solicitudes y las órdenes de compra, en un tiempo no mayor a 10 días hábiles.;Transformación_Organizacional;Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos;Gestión;Eficacia;Trimestral;30/06/2018;;Serie Única;;Positivo;(Total de solicitudes de compra NO licitadas con tiempo de respuesta <= 10 dias/Total solicitudes de compra no licitadas)*100;Total de solicitudes de compra NO licitadas con tiempo de respuesta <= 10 dias;Número;SAP - Solicitudes de pedido - SAP - Ordenes de compra;Total solicitudes de compra no licitadas);NÚMERO;SAP - Solicitudes de pedido ;-;-;;Director de Compras y Abastecimiento, Analista de compras;Director de Compras y Abastecimiento, Analista de compras;0%-69,9%;70%  - 89,9%;90% -95%;>95%;90%;90%;90%;;;;;14/05/2026 14:20;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Juan Carlos Acosta Bohorquez;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;Excel;Respuesta solicitudes de compra no licitadas;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
70;70;Ejecución presupuestal CAPEX Infraestructura;Vicerrectoría financiera y administrativa;Gestión Infraestructura Física;;Sostenibilidad;Promover una cultura de optimización de recursos financieros como apalancador de la estrategia;Estratégico;Eficacia;Trimestral;;;;;;;;MONEDA;;"(ACTIVIDADES EJECUTADAS EN EL TRIMESTRE+	ACTIVIDADES EJECUTADAS ACUMULADAS))";MONEDA;;- ;- ;;EDITH MARITZA NIÑO BRAVO;EDITH MARITZA NIÑO BRAVO;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
71;71;Ejecución presupuestal OPEX infraestructura;Vicerrectoría financiera y administrativa;Gestión Infraestructura Física;;Sostenibilidad;Promover una cultura de optimización de recursos financieros como apalancador de la estrategia;Estratégico;Eficacia;Trimestral;;;;;;;;MONEDA;;"(ACTIVIDADES EJECUTADAS EN EL TRIMESTRE+	ACTIVIDADES EJECUTADAS ACUMULADAS))";MONEDA;;- ;- ;;EDITH MARITZA NIÑO BRAVO;EDITH MARITZA NIÑO BRAVO;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
73;73;Tiempo respuesta selección y contratación de colaboradores de planta;Gerencia de talento humano y comunicaciones;Gestión Y Desarrollo Del Talento Humano;Mide el tiempo promedio de respuesta entre la solicitud y contratación del colaborador administrativo.;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Semestral;1/01/2018;;Serie Única;;Negativo;"Numero de días promedio entre Fecha de inicio del proceso de selección y Fecha de contratación final	";"Numero de días promedio entre Fecha de inicio del proceso de selección y Fecha de contratación final	";Días;;;;;;;;Director de Gestion de Talento, Gerente de Talento Humano y Comunicacion ;Director de Gestion de Talento, Gerente de Talento Humano y Comunicacion ;>27;24-27;23-20;<20;23;23;23;;;;;27/05/2026 14:11;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Dayana Rojas Duarte;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
74;74;Efectividad en las contrataciones;Gerencia de talento humano y comunicaciones;Gestión Y Desarrollo Del Talento Humano;Medir el porcentaje de contrataciones exitosas que tienen una permanencia superior a 180 días. (Contrato Indefinido);Transformación_Organizacional;Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos;Gestión;Eficacia;Semestral;1/01/2023;;Serie Única;;Positivo;(Número de contrataciones exitosas mayores a 6 meses / Número total de contrataciones) * 100;Número de contrataciones exitosas mayores a 6 meses;Número;Planta;Número total de contrataciones;Número;;;;;Director de Gestion de Talento;Director de Gestion de Talento;0%-69.99%;70%  - 86,99%;87%-92%;>92%;87%;87%;87%;;;;;27/05/2026 14:16;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Dayana Rojas Duarte;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;Imagen;Polimero;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
77;77;Disponibilidad de servicios tecnológicos;Vicerrectoría del estudiante;Gestión De La Tecnología E Innovación Digital;Relación disponibilidad servicio infraestructura y comunicaciones.;Transformación_Organizacional;Asegurar una arquitectura tecnológica institucional, centrada en la experiencia de la comunidad educativa;Estratégico;Eficacia;Mensual;1/01/2018;;Serie Única;;Positivo;"Promedio Disponilidad De Los Servicios De TI
(Infraestructura- Mesa de ayuda- Aplicaciones)";"Promedio Disponilidad De Los Servicios De TI
(Infraestructura- Mesa de ayuda- Aplicaciones)";Porcentaje;BSC_Gerencia_de_Tecnologia;;;;;;;Director de Gobierno Digital;"Gerente de Tecnologia E Innovacion Dig.
Director de operaciones IT";0%-79,9%;80%  - 96,9%;97% -100%;100%;97%;97%;97%;;;;;13/05/2026 14:14;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Ivan Antonio Diaz Bohorquez;;;2026;Stand by;true;false;true;true;;Actualizar Metas;Resultado;Excel;BSC_Gerencia_de_Tecnologia;;;;Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
78;78;Cumplimiento Programa De Auditoría;Gerencia de planeación y gestión;Auditoría Interna;Mide el cumplimiento del programa anual de auditoría;Transformación_Organizacional;Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos;Gestión;Eficacia;Trimestral;31/12/2018;;Serie Única;0;Positivo;(Total de Auditorias internas realizadas/Total auditorias internas programadas)*100;Total de Auditorias internas realizadas;Número;Informe de auditorías;Total auditorias internas programadas;Número;Informe de auditorías;0;0;0;Director de Auditoria Interna;Director de Auditoria Interna;0%-79,99%;99,9%  - 80%;100%-104,99%;>105%;100%;100%;100%;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Magda Julieth Garzon Martinez;;;2025;Stand by;false;false;true;true;;Eliminar;Resultado;PDF;Informe de auditorías;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
79;79;Cierre Eficaz De Oportunidades De Mejora De Auditoria Interna;Gerencia de planeación y gestión;Auditoría Interna;Medir el número de oportunidades de mejora de auditoria interna cerrados eficazmente ;Transformación_Organizacional;Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos;Gestión;Eficacia;Bimensual;1/01/2023;;Serie Única;;Positivo;Total no conformidades cerradas eficazmente (En procesos de auditoria)/Total no conformidades cerradas (En procesos de auditoria)*100;Total no conformidades cerradas eficazmente (En procesos de auditoria);Número;Kawak;Total no conformidades cerradas (En procesos de auditoria);Número;Kawak;;;;Director de Auditoria Interna;Director de Auditoria Interna;0;0,01%  - 84,99%;>85%-100%;100%;0;0;0;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;Eliminado;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
84;84;Funcionamiento del Copasst;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;% de cumplimiento de reuniones en el periodo.;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Semestral;1/01/2017;;Serie Única;;Positivo;(N° de reuniones realizadas/total de reuniones programadas en la vigencia)*100;N° de reuniones realizadas;Número;Actas de reunión;Total de reuniones programadas en la vigencia;Número;;;;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;0%-79,9%;80%  - 99,99%;100%;100%;12;6;6;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Alejandro Cardenas Rodriguez;;;2025;Stand by;false;true;true;true;;Actualizar Metas;Resultado;PDF;Actas de reunión;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
85;85;Plan de Emergencias;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Porcentaje de sedes con Plan de Emergencias;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;N° de sedes con plan de emergencia/Total de sedes;N° de sedes con plan de emergencia;Número;Plan de emergencia por sede;Total de sedes;Número;;;;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;0%-79,9%;80%  - 99,99%;100%;100%;100%;;100%;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Alejandro Cardenas Rodriguez;;;2025;Stand by;false;false;false;true;;Actualizar Metas;Resultado;PDF;Plan de emergencia por sede;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
86;86;Reporte e Investigación;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Mide el nivel de accidentes, incidentes o enfermedades investigados en el periodo;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Estratégico;Eficacia;Semestral;1/01/2023;;Serie Única;;Positivo;(N° investigaciones realizadas/N° reportes registrados)*100;N° investigaciones realizadas;Número;Formato de investigación;N° reportes registrados;NÚMERO;;-;-;;efe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;efe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;0%-79,9%;80%  - 99,99%;100%;100%;100%;0;100%;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Alejandro Cardenas Rodriguez;;;2025;Stand by;false;true;false;true;;Actualizar Metas;Resultado;PDF;Formato de investigación;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
87;87;Autoevaluación;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;"Cumplimiento de estandares minimos en Seguridad y salud en el trabajo
Sumatoria de porcentajes de los ítems evaluados (Ministerio de trabajo y ARL)";Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;Resultados Ministerio de trabajo y ARL;Sumatoria de Resultados de Items evaluados por Ministerio de trabajo y ARL;Número;Informes de Resultados Ministerio de trabajo y ARL;-;-;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;0%-80%;80%  - 99,99%;100%;100%;100%;0;100%;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Alejandro Cardenas Rodriguez;;;2025;Stand by;false;true;false;true;;Actualizar Metas;Resultado;PDF;Informes de Resultados Ministerio de trabajo y ARL;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
88;88;Seguimiento del plan de trabajo;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;"Seguimiento del cumplimiento de actividades cumplidas del plan de trabajo
1 Semestre parcial y 2 Semestre acumulado";Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;(N° de actividades desarrolladas en el periodo/N° actividades propuestas en el periodo)*100;N° de actividades desarrolladas en el periodo;Número;;N° actividades propuestas en el periodo;Número;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;0%-79,9%;80% -99,9%;100%;100%;100%;;100%;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Alejandro Cardenas Rodriguez;;;2025;Stand by;false;true;true;true;;Actualizar Metas;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
89;89;Ejecución plan de capacitación;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;% de trabajadores capacitados según plan;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;(N° capacitaciones/total de capacitaciones programados)*100;N° capacitaciones;Número;Plan anual de capaciones;Total de capacitaciones programados;Número;Plan anual de capaciones;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;0%-79,9%;80%  - 99,99%;100%;100%;100%;0;100%;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;Alejandro Cardenas Rodriguez;;;2025;Stand by;false;true;true;true;;Actualizar Metas;Resultado;Excel;Plan anual de capaciones;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
90;90;Ejecución de Simulacros;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;% de simulacros ejecutados;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;N° de simulacros realizados/N° de simulacros programados;N° de simulacros realizados;Número;;N° de simulacros programados;NÚMERO;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;0%-50%;51%  - 69,99%;70% -99,9%;100%;0;0;0;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;false;false;false;false;;Eliminar;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
91;91;Participación en capacitaciones SST;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;% de trabajadores capacitados según plan;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;N° trabajadores capacitados/total de trabajadores programados;N° trabajadores capacitados;Número;;Total de trabajadores programados;NÚMERO;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;0%-50%;51%  - 69,99%;70% -99,9%;100%;0;0;0;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;;Activo;false;false;false;false;;Eliminar;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
92;92;Evaluación condiciones de salud (Examen Médico);Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;"Evaluación condiciones de salud (examen médico) - 
A partir de 2024 en la línea base se tendrá en cuenta el número total de convocados";Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;N° evaluaciones realizadas en el periodo/N° de trabajadores;N° evaluaciones realizadas en el periodo;Número;;N° de trabajadores;NÚMERO;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;Jefe de Seguridad y Salud En el Trabajo- Analista de SST, Bussiness Partner de Th;0%-79,9%;80%-97,9%;98%-100%;100%;98%;0;98%;;;;;15/10/2025 22:24;24/02/2025 16:46;Licec Ximena Silva Goyeneche;;;;2025;Stand by;;;;;;;Metrica;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
